NAME,TYPE,ADDRESS,LATITUDE,LONGITUDE,URL,school_zones
GRUB Durham,Southern,1200 Chapel Hill St,35.99772921,-78.91802993,http://grubdurham.com/,"E.K. Powe Elementary, Brogden Middle, Jordan High"
Local 22 Kitchen & bar,Restaurant,2200 W Main St,36.00874761,-78.92491161,https://www.local22durham.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Juju Durham,Asian Fusion,737 9th St #210,36.01027447,-78.92127744,http://www.jujudurham.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Vin Rouge,French,2010 HillsBorough Rd,36.01111125,-78.92091874,https://www.vinrougerestaurant.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Parizade,Restaurant,2200 W Main St,36.00867874,-78.9244984,https://www.parizadedurham.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
It's a Southern thing,Southern,605 W Main ST,35.9990786,-78.90570664,https://www.getsouthernfood.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Mateo Bar de Tapas,Tapas,109 W Chapill Hill St,35.99682294,-78.90419527,http://www.mateotapas.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Noodles and Company,Restaurant,2608 Erwin Rd,36.07146082,-78.93390261,https://locations.noodles.com/nc/durham/2608-erwin-rd.html?utm_campaign=yext&utm_medium=organic&utm_source=google,"Forest View Elementary, Brogden Middle, Riverside High"
Mediterra Grill,Mediterranean,2608 Erwin Rd #136,36.00993343,-78.94494487,http://www.mediterragrillnc.com/,"Forest View Elementary, Brogden Middle, Riverside High"
NanaSteak,Steak,345 Blackwell St,35.99366151,-78.90240861,http://www.nanasteak.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Rue Cler,French,401 E Chapel Hill St,35.99746838,-78.8999152,http://www.rueclerdurham.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Littler,New American,110 E Parrish St,35.99575886,-78.89901285,http://www.littlerdurham.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Ginger + Soy,Restaurant,416 Chapel Dr,36.00146706,-78.93909478,http://dining.duke.edu/,"Forest View Elementary, Brogden Middle, Riverside High"
Pitchforks (Cafe Edens),Restaurant,"Durham, NC 27710",36.00146706,-78.93909478,http://dining.duke.edu/,"Forest View Elementary, Brogden Middle, Riverside High"
Il Forno Italian Kitchen,Italian,402 Chapel Dr,36.00146706,-78.93909478,http://dining.duke.edu/,"Forest View Elementary, Brogden Middle, Riverside High"
Goorsha,Ethiopian,910 W Main St,36.00131524,-78.90963298,https://goorshadurham.com/,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Geer Street Garden,Gastropub,644 Foster St,36.00416628,-78.89936463,http://geerstreetgarden.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Lula and Sadie's,Restaurant,2022 Chapel Hill Rd,35.98708551,-78.92786106,http://lulaandsadies.com/,"Lakewood Elementary, Brogden Middle, Jordan High"
Neomade Mediterranean Durham,Mediterranean,202 Corcoran St,35.99649952,-78.90137094,https://www.neomonde.com/mediterranean-restaurant-durham/,"Glenn Elementary, Brogden Middle, Riverside High"
Burger Bach,Gastropub,737 9th St #220,36.01037481,-78.92178865,http://www.theburgerbach.com/,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Copa,Restaurant,107 W Main St,35.99579024,-78.90000884,http://copadurham.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
The Blue Note Grill,Restaurant,709 Washington St,36.00508137,-78.90304707,https://www.thebluenotegrill.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Mothers & Sons Trattoria,Italian,107 W Chapel Hill St,35.99704402,-78.90468736,http://www.mothersandsonsnc.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
The Refectory Cafe,Restaurant,2726 Durham-Chapel Hill Blvd,35.97547387,-78.93276774,http://www.therefectorycafe.com/,"Lakewood Elementary, Brogden Middle, Jordan High"
Tandoor,Indian,416 Chapel Dr,36.00146706,-78.93909478,http://dining.duke.edu/,"Forest View Elementary, Brogden Middle, Riverside High"
Luna Rotisserie and Empanadas,South American,112 W Main St,35.99592372,-78.90081208,http://www.lunarotisserie.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Nosh,Restaurant,2812 Erwin Rd,36.00795079,-78.94735099,http://noshfood.com/,"Forest View Elementary, Brogden Middle, Riverside High"
Cucciolo Osteria,Italian,601 W Main St Suite C,35.9983176,-78.90508957,http://www.cucciolodurham.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Dame's Chicken & Waffles,Restaurant,530 Foster St #130,36.00250964,-78.90068644,https://dameschickenwaffles.com/,"Glenn Elementary, Brogden Middle, Riverside High"
The Resturant at the Durham,Restaurant,315 E Chapel Hill St,35.99753246,-78.89913151,https://thedurham.com/dining/,"Glenn Elementary, Brogden Middle, Riverside High"
Plum Southern Kitchen & Bar,Restaurant,501 Washington St C,36.0034843,-78.90407403,https://plumdurham.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Guasaca,Latin American,"Erwin Square, # A-100, 2200 W Main St",36.00835811,-78.92646052,https://guasaca.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-durham-west-main-stt,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Devine's Restaurant & Sports Bar,American,904 W Main St,36.001089,-78.9092224,http://www.devinesdurham.com/,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Counting House,American,111 Corcoran St,35.997044,-78.90188907,http://www.countinghousenc.com/,"Glenn Elementary, Brogden Middle, Riverside High"
The Loop Restaurant,American,1116 Broad St,36.01676736,-78.91912905,http://www.thelooprestaurant.com/,"E. K. Powe Elementary, Brogden Middle, Riverside High"
M Pocha,Restaurant,101 E Chapel Hill St,35.99763651,-78.90217518,https://www.m-restaurants.com/blank,"Glenn Elementary, Brogden Middle, Riverside High"
Table South Kitchen & Bar,American,201 Foster St,35.99818202,-78.90132093,https://www.marriott.com/hotels/photo-tours.mi?marshaCode=rducv&pageID=HWRAL&imageID=1,"Glenn Elementary, Brogden Middle, Riverside High"
Alpaca Peruvian Charcoal Chicken,Peruvian,703A 9th St,36.00807575,-78.92138808,http://www.alpacachicken.com/,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Mellow Mushroom,Pizza,410 Blackwell ST,35.99229742,-78.90585139,https://mellowmushroom.com/location/nc-durham-410-blackwell-st-27701/?utm_source=gmb&utm_medium=organic&utm_campaign=Durham-NC&utm_content=20,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Bar Vigile,Restaurant,105 S Mangum St Unit #1,35.99517014,-78.89886215,https://www.barvirgile.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Viceroy,Indian,335 W Main St,35.99719855,-78.90364323,http://www.viceroydurham.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Cosmic Cantina,Burritos,1920 Perry St,36.00835301,-78.91939895,http://cosmiccantina.com/,"Little River Elementary, Carrington Middle, Northern High"
Toast,Italian,345 W Main St,35.99746039,-78.90294028,http://toast-fivepoints.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Queeny's,Restaurant,321 E Chapel Hill St Suite 100,35.99741328,-78.9006326,http://queenysdurham.com/,"Glenn Elementary, Brogden Middle, Riverside High"
James Joyce Irish Pub and Resaurants,Irish Pub,912 W Main St,36.00116634,-78.90966055,http://www.jamesjoyceirishpub.com/,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Kitchen Queen,Mediterranean,1106 W Chapel Hill St,35.99751359,-78.9161822,https://www.kitchenqueennc.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Durham Food Hall,Restaurant,530 Foster St Suite 1,36.00183044,-78.90112097,https://durhamfoodhall.com/order-online/,"Glenn Elementary, Brogden Middle, Riverside High"
Thai@Main ST,Thai,317 W Main St,35.99718786,-78.90305638,https://www.thaiatmainstnc.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
M Kokko,Korean,311 Holland St Suite B,35.99746474,-78.90118368,https://www.m-restaurants.com/m-kokko,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Designer Eats,Seafood,1007 W Main St,36.00140495,-78.91087817,http://www.designereatsnc.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Pizzeria Toro,Pizza,105 E Chapel Hill St,35.99777675,-78.90355823,http://www.pizzeriatoro.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Kickback Jack's Durham,American,918 W Club Blvd,36.01816475,-78.90744884,http://www.kbjacks.com/,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Torero's Mexican Restaurant,Mexican,604 Fernway Ave,36.00037889,-78.90557301,http://www.torerosmexicanrestaurantsnc.com/,"Glenn Elementary, Brogden Middle, Riverside High"
International Delights,Mediterranean,740 9th St,36.00965227,-78.91945535,https://iddurham.com/,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Koki - Creative Puerto Rican Kitchen,Restaurant,104 City Hall Plaza #101,35.9964872,-78.89965974,http://www.eatkoki.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Vine Asian Cuisine,Sushi,607 Broad St,36.00676262,-78.92081692,http://www.vinedurham.com/,"E.K. Powe Elementary,Brogden Middle, Riverside High"
Sho Nuff Seafood,Seafood,1104 Broad St,36.01596588,-78.91827295,http://shonuffseafood.com/,"E.K. Powe Elementary,Brogden Middle, Riverside High"
Bali Hai Mongolian Grill,Mongolian BBQ,811 9th St #170,36.01173468,-78.92215584,http://www.balihainc.com/,"E.K. Powe Elementary,Brogden Middle, Riverside High"
The Honeysuckle at Lakewood,Grill,1920 Chapel Hill Rd,35.98788481,-78.92550534,http://thehoneysucklelakewood.com/,"Lakewood Elementary, Pearsontown Elementary, Rogers-Herr Middle, Brogden Middle, Jordan High"
Dain's Place,Hamburger,754 9th St,36.00979495,-78.9214398,https://www.facebook.com/dainsplacedurham/,"E.K. Powe Elementary,Brogden Middle, Riverside High"
Azteca Grill,Mexican,1929 Chapel Hill Rd,35.98727852,-78.925322,http://www.aztecagrilldurhamnc.com/,"Lakewood Elementary, Pearsontown Elementary, Rogers-Herr Middle, Brogden Middle, Jordan High"
Itaewon Grill,Korean,2608 Erwin Rd #132,36.00941089,-78.944551,http://www.itaewongrillkbbq.com/,"Forest View Elementary, Pearsontown Elementary, Brogden Middle, Rogers-Herr Middle, Riverside High"
Vista Resaurant,American,3001 Cameron Blvd,35.99282,-78.94747,https://www.washingtondukeinn.com/durham-fine-dining/vista-restaurant/,"Forest View Elementary, Pearsontown Elementary, Brogden Middle, Rogers-Herr Middle, Riverside High"
"Rose's Noodles, Dumplings and Sweets",Restaurant,"121 N Gregson St, Durham, NC 27701",36.0007645,-78.90858384,http://rosesdurham.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Spring Rolls Durham,Asian,701 W Main St,35.99911932,-78.90786741,https://www.springrollsrestaurant.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Taberna Tapas,Spanish,325 W Main St,35.996594,-78.90285809,http://www.tabernatapas.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Fairview Dining Room,Fine Dining,3001 Cameron Blvd,35.99301263,-78.94691869,http://www.washingtondukeinn.com/durham-fine-dining/fairview-dining-room/,"Forest View Elementary, Brogden Middle, Riverside High"
Blue Corn Cafe,Latin American,716 9th St,36.00858814,-78.92110635,http://www.bluecorncafedurham.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Metro 8 Steakhouse,Steak,1116 Broad St,36.01672849,-78.91806802,http://www.metro8steakhouse.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Justins Bar and Grill,American,1013 W Main St,36.00117199,-78.91026552,http://www.google.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Convivo,Italian,104 City Hall Plaza STE 100,35.99593211,-78.89871555,http://www.conviviorestaurant.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Bleu Olive,Mediterranean,1821 Hillandale Rd # 101,36.030874,-78.93612653,http://bleuolivebistro.com/#menu,"Hillandale Elementary, Brogden Middle, Riverside High"
Lime & Lemon Indian Grill & Bar,Indian,811 9th St,36.01143857,-78.92115585,http://www.lnlrestaurant.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Dashu,Ramen,415 E Chapel Hill St,35.99736238,-78.8992279,http://www.dashuhuntsville.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Tobacco Road Sports Cafe,American,280 Mangum St #100,35.99272173,-78.9034988,http://www.tobaccoroadsportscafe.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
The Patio at Unscripted,Restaurant,202 Corcoran St,35.9966163,-78.90103161,http://www.unscriptedhotels.com/dining_en/,"Glenn Elementary, Brogden Middle, Riverside High"
Elmo's Diner,Diner,776 9th St,36.01058024,-78.92141074,http://elmosdiner.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Sushi Love,Sushi,2812 Erwin Rd #204,36.00720152,-78.94686815,http://sushilovedurham.com/,"Forest View Elementary, Brogden Middle, Riverside High"
Mr. Fries Man,Restaurant,1105 W Main St Unit #110,36.00143017,-78.91102281,http://www.mrfriesman.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Moe's Southwest Grill,Mexican,359 Blackwell St #115,35.99325068,-78.90401882,http://places.singleplatform.com/moes-southwest-grill-519/menu?ref=google,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Bullock's Bar-B-Cue,Barbecue,3330 Quebec Dr,36.02002023,-78.9435908,http://www.bullocks-bbq.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
NuvoTaco,Mexican,2512 University Dr,35.97459474,-78.92447558,https://nuvotaco.com/,"Lakewood Elementary, Brogden Middle, Jordan High"
Indian Monsoon Restaurant & Bar,Indian,105 W Morgan St STE 100,35.99781442,-78.89839486,http://www.monsoondurham.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Parts & Labor,Gastropub,723 Rigsbee Ave,36.00358229,-78.89955755,http://partsnlabor.com/,"Glenn Elementary, Brogden Middle, Riverside High"
"Guglhuph Bakery, Cafe & Biergarten",German,2706 Durham-Chapel Hill Blvd,35.97432167,-78.93203815,https://guglhupf.com/cafe-biergarten/,"Lakewood Elementary, Brogden Middle, Jordan High"
American Hero Restaurant,American,2011 N Roxboro St,36.01718486,-78.88960765,http://americanhero.menu/durham.html,"Glenn Elementary, Brogden Middle, Riverside High"
Happy + Hale,Health Food,703B 9th St,36.00821153,-78.92234906,http://www.happyandhale.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
M Sushi,Sushi,311 Holland St,35.99746712,-78.90063299,https://www.m-restaurants.com/m-sushi,"Glenn Elementary, Brogden Middle, Riverside High"
Bull City Burger and Brewery,Brewpub,107 E Parrish St,35.99559062,-78.89990732,http://www.bullcityburgerandbrewery.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Heavenly Buffaloes,Chicken Wings,1807 W Markham Ave,36.01004207,-78.92043655,http://heavenlybuffaloes.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
M Tempura ,Resaurant,111 Orange St,35.9962469,-78.90040381,http://www.m-restaurants.com/m-tempura,"Glenn Elementary, Brogden Middle, Riverside High"
Melo Trattoria & Tapas,Italian,1821 Hillandale Rd,36.03092969,-78.9368504,https://www.melotrattoria.com/,"Hillandale Elementary, Brogden Middle, Riverside High"
Zweli's,Zimbabwean,4600 Durham-Chapel Hill Blvd Suite 26,35.96294752,-78.97810191,http://www.zwelis.com/,"Forest View Elementary, Githens Middle, Jordan High"
Mezcalito Durham,Mexican,706 Ramseur,35.98924732,-78.89541671,https://mezcalitogrill.com/,"W.G. Pearson Elementary, Brogden Middle, Riverside High"
Guanajuato Mexican Restaurant,Mexican,2103 N Roxboro St,36.01773603,-78.8903471,http://places.singleplatform.com/guanajuato-restaurant-of-durham/menu?ref=google,"Glenn Elementary, Brogden Middle, Riverside High"
Chicken Bee,Chicken Shop,810 9th St STE 129,36.01149079,-78.92075488,http://www.chickenbee.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Shanghai Restuarant,Chinese,3433 Hillsborough Rd,36.01874977,-78.94730897,https://www.shanghaidurham.com/order,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Designer Eats,Restaurant,701 N Mangum St Suite B,36.00132595,-78.89443188,https://designereatsnc.com/contact-us/,"Glenn Elementary, Brogden Middle, Riverside High"
Mi Perú Peruvian Cuisine,Peruvian,4015 University Dr Suite A1,35.96561922,-78.95572398,https://miperucuisine.com/,"Hope Valley Elementary, Githens Middle, Jordan High"
Mayflower Xvi Seafood Restaurant,Seafood,3742 Durham-Chapel Hill Blvd,35.97186266,-78.95397971,http://durhammayflower.com/,"Forest View Elementary, Githens Middle, Jordan High"
Pompieri Pizza,Pizza,102 City Hall Plaza,35.99638147,-78.89758862,http://www.pompieripizza.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Succotash Durham - Southern & Creole Kitchen,Restaurant,3219 Old Chapel Hill Rd #200,35.96627672,-78.94611421,http://succotashdurham.com//,"Hope Valley Elementary, Githens Middle, Jordan High"
Taqueria La Vaquita,Mexican,2700 Chapel Hill Rd,35.97751009,-78.9362845,http://www.taquerialavaquitanc.com/,"Lakewood Elementary, Brogden Middle, Jordan High"
El Huarache,Mexican,2001 N Roxboro,36.01728213,-78.88955382,http://places.singleplatform.com/el-huarache-29/menu?ref=googlee,"Glenn Elementary, Brogden Middle, Riverside High"
Gocciolina,Italian,3312 Guess Rd,36.0396639,-78.92885113,http://www.gocciolina.com/,"Holt Elementary, Brogden Middle, Riverside High"
LittleFOH,New American,W Parrish St,35.99629485,-78.89882762,NA,"C.C. Spaulding Elementary, Broden Middle, Jordan High"
Pie Pushers,Pizza,117A W Main St,35.99574066,-78.90029341,http://www.piepushers.com/,"C.C. Spaulding Elementary, Broden Middle, Jordan High"
Rise Durham Downtown,Restaurant,401 Foster St STE A,35.99956786,-78.90093572,https://risebiscuitschicken.com/locations/downtown-durham/,"Glenn Elementary, Brogden Middle, Riverside High"
Namu,Restaurant,5420 Durham-Chapel Hill Blvd,35.95328406,-78.99503292,https://www.namudurham.com/,"Creekside Elementary, Githens Middle, Jordan High"
Moe's Original BBQ,Barbecue,2014 Hillsborough Rd,36.01126672,-78.92080278,http://www.moesoriginalbbq.com/durham,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Boricue Soul at American Tobacco Campus,Peurto Rican,705 Willard St,35.99316071,-78.90570261,http://boricuasoulnc.com/,
Harvest 18 Restaurant,American,8128 Renaissance Pkwy #114,35.90393055,-78.95131461, http://18restaurantgroup.com/,"Lyon's Farm Elementary, Githens Middle, Jordan High"
Genji,Sushi,621 Broad St,36.00754897,-78.91898443,http://www.genjiweb.com/,"E.K. Powe Elementary, Brogden Middle, Riverside High"
Alimentary at Mothers & Sons,Italian,105 W Chapel Hill St,35.99726623,-78.90469687,https://www.alimentariatmothersandsons.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Alley Twenty Six,Restaurant,320 E Chapel Hill St,35.99754913,-78.89992423,https://www.alleytwentysix.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Five Star Durham,Chinese,318 Blackwell St,35.99394,-78.90442093,https://www.fivestarsnc.com/five-star-durham-atc/,
QueenBurger,Hamburger,359 Blackwell St Suite 125,35.99314891,-78.90269428,http://eatqueenburger.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
El Patron Mexican Grill,Mexican,3438 Hillsborough Rd Suite F,36.02093149,-78.94570471,https://elpatron.e-tab.com/#!/locations,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Silver Spoon Restaurant,Family-friendly,5230 N Roxboro St,36.07393011,-78.90752889,http://silverspoonnc.com/,"Easley Elementary, Carrington Middle, Northern High"
Pure Soul,Vegan,4125 Durham-Chapel Hill Blvd Suite 1,35.96907989,-78.95961744,https://puresoulff.com/,"Forest View Elementary, Githens Middle, Jordan High"
JC's Kitchen,Soul,706 E Main St,35.99094167,-78.89190427,NA,"W. G. Pearson Elementary, Brogden Middle, Riverside High"
The Dog House,American,2009 Guess Rd,36.02305023,-78.91838552,http://places.singleplatform.com/the-dog-house-6/menu?ref=google,"E. K. Powe Elementary, Brogden Middle, Riverside High"
The Roof at the Durham,Restaurant,315 E Chapell Hill S,35.99742648,-78.89754483,https://thedurham.com/roof/,"Glenn Elementary, Brogden Middle, Riverside High"
Picnic,Barbecue,1647 Cole Mill Rd,36.04099018,-78.95750247,http://www.picnicdurham.com/,"Hillandale Elementary, Brogden Middle, Riverside High"
Devil's NY Pizzeria & Restaurant,Italian,742 9th St,36.00991556,-78.919056,https://devilspizza.menufy.com/#//,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Michoacán Mexican Restaurant,Mexican,3409 Hillsborough Rd G,36.01842004,-78.94576841,http://places.singleplatform.com/michoacn-mexican-restaurant/menu?ref=google,"E. K. Powe Elementary, Brogden Middle, Riverside High"
Alpaca Peruvian Charcoal Chicken,Peruvian,302 Davidson Ave,36.02121913,-78.87585342,http://www.alpacachicken.com/,"Glenn Elementary, Carrington Middle, Northern High"
Lulu and Sadie's,Restaurant,202 Corcoran St,35.98718969,-78.92661651,http://lulaandsadies.com/,"Lakewood Elementary, Brogden Middle, Jordan High"
Krill Restaurant,South East Asian,506 Ramseur St,35.99099438,-78.89569417,https://www.krillrestaurant.com/,"W. G. Pearson Elementary, Brogden Middle, Riverside High"
Hong Kong Chinese Restaurant,Chinese,3003 Guess Rd,36.03408052,-78.92748565,http://www.hongkongdimsumindurham.com/,"Holt Elementary, Brogden Middle, Riverside High"
Firebirds Wood Fired Grill,Steak,8030 Renaissance Pkwy,35.90555835,-78.94472204,https://durham.firebirdsrestaurants.com/,"Lyons Farm Elementary, Githens Middle, Jordan High"
Nzingas Kitchen,Soul,826 Fayetteville St #110,35.98591352,-78.89979174,http://www.nzingaskitchen.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Bluestone Grille & Bar,Grill,3800 Hillsborough Rd,36.02687197,-78.95692913,http://durham.hilton.com/,"Hillandale Elementary, Brogden Middle, Riverside High"
El Corral Mexican Restaurant,Mexican,1821 Hillandale Rd,36.03172,-78.93658,https://www.elcorralrestaurantnc.com/,"Hillandale Elementary School, Brogden Middle School, Brogden Middle School, Easley Elementary School, "
Little Bull,Restaurant,810 N Mangum St,36.00183,-78.89491,https://www.littlebullnc.com/,"Glenn Elementary School, Brogden Middle School, Riverside High School, Holt Elementary Language Academy        "
El Chapin Guatemalan Grill & Catering,Guatemalan,4600 Durham-Chaoel Hill Blvd Suite,35.96216,-78.97744,http://elchapintogo.com/,"Forest View Elementary School, Githens Middle School, Jordan High School"
Ekhaya,African,406 Blackwell St,35.9922942,-78.9050879,https://zwelisekhaya.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High, Pearsontown Elementary School, Rogers-Herr Middle School       "
El Cuscatleco,Salvadoran,4212 Garrett Rd,35.9601913,-78.9765124,https://elcuscatleco.com/,"Creekside Elementary School, Githens Middle School, Jordan High School, Pearsontown Elementary School, Rogers-Herr Middle School"
Hutchins Garage,Pizza,402 W Geer St,36.0040289,-78.8998307,https://order.toasttab.com/online/hutchinsgarage,"Glenn Elementary School, Brogden Middle School, Riverside High School, Holt Elementary Language Academy        "
Cracker Barrel Old Country Store,American,3703 Hillsborough Rd,36.02348,-78.955851,https://www.crackerbarrel.com/?utm_source=google&utm_medium=cpc&utm_campaign=brand&gclid=CjwKCAjwwb6lBhBJEiwAbuVUStD0yLMqezJFBsgWREd8E6sfrNoBItzNRA1KNsPpyyk_tG-ODulnIBoCCBMQAvD_BwE&gclsrc=aw.ds,
The Chicken Hut,Restaurant,3019 Fayetteville St,35.7690753,-78.6414518,https://chickenhutnc.weebly.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Bob Evans,Family-friendly,5419 Chapel Hill Blvd,35.967227,-78.945802,https://www.bobevans.com/menu?cq_src=google_ads&cq_cmp=8264221167&cq_con=131246895111&cq_term=bob%20evans&cq_med=&cq_plac=&cq_net=g&cq_pos=&cq_plt=g&gclid=CjwKCAjwwb6lBhBJEiwAbuVUSjm-gs50ZHbG4rYiTVrR0IdlkJOh_PJXEGxVAhVSz0OGkkB-2BYQPRoCryAQAvD_BwE,"Creekside Elementary School, Githens Middle School, Jordan High School, Pearsontown Elementary School, Rogers-Herr Middle School        "
Kurama Japenese Seafood,Japenese,3644 Durham-Chapel Hill Blvd,35.9719531,-78.9511946,https://kuramadurham.com/,"Forest View Elementary School, Githens Middle School, Jordan High School"
GG Fish and Chicken Fayetteville St,Seafood,3644 Durham-Chapel Hill Blvd,35.9719531,-78.9511946,https://www.ggfishandchicken.com/order,"Forest View Elementary School, Githens Middle School, Jordan High School"
Page Road Grill,Southern,5416 Page Rd,35.87910794,-78.84501354,https://www.pageroadgrill.com/,"Bethesda Elementary, Lowes Grove Middle, Hillside High"
Foster's Market,Restaurant,2694 Durham-Chapel Hill Blvd,35.97485985,-78.92770716,https://www.fostersmarket.com//,"Lakewood Elementary, Brogden Middle, Jordan High"
New Visions of Africa,Soul,1306 Fayetteville St,35.98147903,-78.89654035,NA,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Twinnie's,American,101 Science Dr,36.00412749,-78.93847244,https://www.twinniescafe.com/,
Home Plate Restaurant,Restaurant,3327 Holloway St,35.98490735,-78.83160862,http://homeplaterestaurantdurham.com/,"Oak Grove Elementary, Neal Middle, Southern High"
AnnMc Guyanese Cuisine,Restaurant,112 Hunt St,36.00035726,-78.89701137,http://www.gmmcdigital.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Taqueria La Fiesta,Mexican,1002 E Geer St,36.00395309,-78.87534908,http://places.singleplatform.com/taqueria-la-fiesta-de-durham/menu?ref=google,"Eastway Elementary, Lucas Middle, Northern High"
Golden Krust Caribbean Restaurant,Caribbean,3600 N Duke St #35,36.04941759,-78.90395173,https://locations.goldenkrust.com/ll/US/NC/Durham/3600-N-Duke-Street,"Holt Elementary, Carrington Middle, Riverside High"
PDQ Durham,Chicken,3301 Watkins Rd,35.95346367,-78.99079131,http://www.eatpdq.com/,"Creekside Elementary, Githens Middle, Jordan High"
Banu Vegan,Vegan,2543 S Roxboro St,35.96597657,-78.91867963,http://banuvegan.com/,"Lakewood Elementary, Brogden Middle, Jordan High"
Ama'Gees Jamaican Cuisine,Jamaican,902 Fayetteville St,35.98524461,-78.89787337,http://amagees.com/,"W.G. Pearson Elementary, Githens Middle, Jordan High"
King's Sandwich Shop,Sandwich,701 Foster St,36.00414313,-78.90155074,http://www.kingssandwichshop.com/menu,"Glenn Elementary, Brogden Middle, Riverside High"
Wang's Garden ,Chinese,826 Fayetteville St,35.98497857,-78.89900693,NA,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Taqueria Eva Y Gaby,Restaurant,401 E Lakewood Ave,35.98778076,-78.89985269,NA,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
KoKyu,Restaurant,"245 E, NC-54 STE 205",35.91072639,-78.93034194,http://kokyubbq.com/,"Lyons Farm Elementary, Githens Middle, Hillside High"
Clouds Brewing Brightleaf Square,Brewpub,905 W Main St St #22,36.00010106,-78.90976485,https://www.cloudsbrewing.com/durhammenu,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
bul box,Asian,3105 Shannon Rd BLDG 2 103,35.96775293,-78.95276848,https://bul-box.com/,"Forest View Elementary, Githens Middle, Jordan High"
Neo-China Restaurant,Chinese,4015 University Dr,35.9648653,-78.95602725,https://www.neochinarestaurant.com/,"Hope Valley Elementary, Githens Middle, Jordan High"
