CENTER_NAME,name,LATITUDE,LONGITUDE,URL,,,,,
Love and Joy Child Academy,Love and Joy Child Academy,35.97888973,-78.89053789,https://childcarecenter.us/provider_detail/love_and_joy_child_academy_durham_nc,,,,,
"Love, Laugh and Learning Home Childcare Center","Love, Laugh and Learning Home Childcare Center",36.00843864,-78.85126649,https://childcarecenter.us/provider_detail/love_laugh_and_learning_home_childcare_center_durham_nc,,,,,
Loving Faces,Loving Faces,35.98372427,-78.87440303,https://childcarecenter.us/provider_detail/loving-faces-durham-nc,,,,,
Lyons Den Academy,Lyons Den Academy,35.91461633,-78.89231049,https://the-lyons-den-barber-shop.business.site/?utm_source=gmb&utm_medium=referral,,,,,
Mariposas Spanish Immersion Home Daycare,Mariposas Spanish Immersion Home Daycare,35.89304036,-78.92559834,https://www.facebook.com/MariposasDurham,,,,,
Mary's Home Day Care,Mary's Home Day Care,35.99011289,-78.80988219,https://childcarecenter.us/provider_detail/marys_home_day_care_durham_nc,,,,,
Little Angels Child Development Center,Little Angels Child Development Center,35.9662902,-78.92269316,https://childcarecenter.us/provider_detail/little_angels_child_development_center_durham_nc,,,,,
Little Angels Daycare,Little Angels Daycare,35.98733023,-78.84968749,https://childcarecenter.us/provider_detail/little_angels_daycare_durham_nc,,,,,
Little Bubbles Day Care Home,Little Bubbles Day Care Home,35.95215554,-78.90546743,https://childcarecenter.us/provider_detail/little_bubbles_day_care_home_durham_nc,,,,,
Little Faith Daycare,Little Faith Daycare,36.05433332,-78.91932046,https://childcarecenter.us/provider_detail/little_faith_daycare_durham_nc,,,,,
Little Sprouts Child Care,Little Sprouts Child Care,36.11176144,-78.92434745,https://childcarecenter.us/provider_detail/little_sprouts_child_care_durham_nc,,,,,
Legacy Child Enrichment Center,Legacy Child Enrichment Center,36.01043969,-78.92986536,https://www.legacydurham.com/,,,,,
Lil Folks Daycare,Lil Folks Daycare,35.95436285,-78.91704085,https://childcarecenter.us/provider_detail/lil_folks_day_care_durham_nc,,,,,
Lillian's Child Care Learning Center,Lillian's Child Care Learning Center,35.98225264,-78.87471391,https://childcarecenter.us/provider_detail/lillians-child-care-learning-center-durham-nc,,,,,
Little Angels Academy,Little Angels Academy,35.88090103,-78.90635763,https://childcarecenter.us/provider_detail/little-angels-academy-durham-nc,,,,,
Lacrystal Home Child Care,Lacrystal Home Child Care,36.03472433,-78.8833558,https://childcarecenter.us/provider_detail/lacrystal_home_child_care_durham_nc,,,,,
Kyra's Place Home Away From Home Childcare,Kyra's Place Home Away From Home Childcare,36.03831562,-78.86408395,https://childcarecenter.us/provider_detail/kyras_place_home_away_from_home_childcare_durham_nc,,,,,
Kids Rising into Success Childcare,Kids Rising into Success Childcare,35.95887487,-78.90066619,https://childcarecenter.us/provider_detail/kids_rising_into_success_childcare_durham_nc,,,,,
Kids First Childcare,Kids First Childcare,35.90377396,-78.92868626,https://childcarecenter.us/provider_detail/kids_first_childcare_durham_nc,,,,,
Karen's Kids,Karen's Kids,35.95344005,-78.89801256,https://childcarecenter.us/provider_detail/karens-kids-durham-nc,,,,,
Kadejah's Playhouse,Kadejah's Playhouse,36.03979786,-78.8757057,https://childcarecenter.us/provider_detail/kadejahs_playhouse_durham_nc,,,,,
Just Growing Up CLC,Just Growing Up CLC,35.98322768,-78.83425126,https://childcarecenter.us/provider_detail/just_growin_up_clc_durham_nc,,,,,
Jumia's Learning on the Go,Jumia's Learning on the Go,35.98515612,-78.85225694,https://childcarecenter.us/provider_detail/jumias_learning_on_the_go_durham_nc,,,,,
Hands of Purpose Child Care,Hands of Purpose Child Care,35.98936248,-78.82460487,http://handsofpurposechildcare.com/,,,,,
Heavenly Angel Daycare,Heavenly Angel Daycare,35.99256128,-78.82829735,https://childcarecenter.us/provider_detail/heavenly_angel_daycare_durham_nc,,,,,
Hopkins Child Care Academy,Hopkins Child Care Academy,35.95406476,-78.89800155,https://childcarecenter.us/provider_detail/hopkins_child_care_academy_durham_nc,,,,,
In Loving Child Home Daycare,In Loving Child Home Daycare,35.97374765,-78.8422371,https://childcarecenter.us/provider_detail/in_loving_child_home_daycare_durham_nc,,,,,
Babs Lil' Angels,Babs Lil' Angels,35.98148214,-78.81023352,https://childcarecenter.us/provider_detail/babs_lil_angels_durham_nc,,,,,
Bethesda Christian Preschool,Bethesda Christian Preschool,35.94324315,-78.8394375,https://www.bethesdapreschool.org/,,,,,
Big World Little People Child Care,Big World Little People Child Care,36.00956573,-78.856392,https://childcarecenter.us/provider_detail/big_world_little_people_child_care_durham_nc,,,,,
Blooming Butterflies Academy,Blooming Butterflies Academy,36.09508247,-78.90619082,https://www.bloomingbutterfliesacademy.net/,,,,,
Branches Community School,Branches Community School,36.01226526,-78.91957889,https://www.branchescommunityschool.com/,,,,,
Brewer's Daycare,Brewer's Daycare,35.9976379,-78.8257968,https://childcarecenter.us/provider_detail/brewers_daycare_durham_nc,,,,,
Bright & Beautiful Beginnings,Bright & Beautiful Beginnings,35.98452228,-78.80778083,https://childcarecenter.us/provider_detail/bright_beautiful_beginnings_durham_nc,,,,,
Bright Horizons at North Durham,Bright Horizons at North Durham,36.04910865,-78.89836562,https://child-care-preschool.brighthorizons.com/nc/durham/northdurham?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=weblink&utm_content=centerwebsite&IMS_SOURCE_SPECIFY=google%7Corganic%7Cgmb%7Cweblink%7Ccenterwebsite,,,,,
Bright Horizons at RTP,Bright Horizons at RTP,35.94238716,-78.87184426,https://child-care-preschool.brighthorizons.com/nc/durham/rtp?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=weblink&utm_content=centerwebsite&IMS_SOURCE_SPECIFY=google%7Corganic%7Cgmb%7Cweblink%7Ccenterwebsite,,,,,
Brighter Minds Childcare,Brighter Minds Childcare,35.99534823,-78.82545897,https://childcarecenter.us/provider_detail/brighter_minds_childcare_durham_nc,,,,,
Broad Street Children's Cottage,Broad Street Children's Cottage,36.02164611,-78.91886728,https://childcarecenter.us/provider_detail/broad_street_childrens_cottage_durham_nc,,,,,
Burton Elementary School,Burton Elementary School,35.97901843,-78.88822722,https://www.dpsnc.net/Burton,,,,,
Calvary Baptist Church Childcare Ministry,Calvary Baptist Church Childcare Ministry,35.97009516,-78.84954994,http://www.calvarychildcare.com/,,,,,
Care Bear Home Day Care,Care Bear Home Day Care,36.03511878,-78.88386238,https://childcarecenter.us/provider_detail/care_bear_home_day_care_durham_nc,,,,,
Cathy's Daycare,Cathy's Daycare,36.02017295,-78.9722082,https://childcarecenter.us/provider_detail/cathys_daycare_durham_nc,,,,,
Children Our Heritage Inc,Children Our Heritage Inc,35.99601639,-78.80610857,https://childcarecenter.us/provider_detail/children_our_heritage_daycare_inc_durham_nc,,,,,
Creative Minds Child Care,Creative Minds Child Care,36.00804304,-78.80943692,https://childcarecenter.us/provider_detail/creative_minds_child_care_durham_nc,,,,,
Cynthia's Little People,Cynthia's Little People,35.96071096,-78.8825599,https://childcarecenter.us/provider_detail/cynthias_little_people_durham_nc,,,,,
DD&T's Home Daycare,DD&T's Home Daycare,35.99274319,-78.80931623,https://ddts-home-daycare.business.site/?utm_source=gmb&utm_medium=referral,,,,,
Deb's Home Daycare,Deb's Home Daycare,35.96036045,-78.8713409,https://childcarecenter.us/provider_detail/debs_home_daycare_durham_nc,,,,,
Delores Bynum's Day Care Home,Delores Bynum's Day Care Home,35.96400019,-78.91892009,https://childcarecenter.us/provider_detail/delores_bynums_day_care_home_durham_nc,,,,,
"Deltra's Childcare Services, Inc.","Deltra's Childcare Services, Inc.",36.02421396,-78.88130638,https://deltras-childcare-services.business.site/?utm_source=gmb&utm_medium=referral,,,,,
Destiny's Way Day Care Home,Destiny's Way Day Care Home,35.97443162,-78.86481429,https://childcarecenter.us/provider_detail/destinys_way_day_care_home_durham_nc,,,,,
Eager Beavers,Eager Beavers,35.93866208,-78.93313212,https://childcarecenter.us/provider_detail/eager_beavers_durham_nc,,,,,
Elena's,Elena's,36.0442149,-78.9272773,https://childcarecenter.us/provider_detail/elenas_durham_nc,,,,,
Everything New Childcare,Everything New Childcare,35.98864841,-78.87804812,https://childcarecenter.us/provider_detail/everything_new_child_care_durham_nc,,,,,
Faith Assembly Christian Childcare,Faith Assembly Christian Childcare,35.96324546,-78.90934125,http://www.facc-ministries.org/FACA/,,,,,
Florence's Daycare Home,Florence's Daycare Home,36.00197189,-78.8329776,https://childcarecenter.us/north_carolina_homecare/27703_zipcode,,,,,
Forever Kids,Forever Kids,35.99007805,-78.80751128,https://childcarecenter.us/provider_detail/forever_kids_child_care_durham_nc,,,,,
Future Leaders Preschool,Future Leaders Preschool,36.04405145,-78.84383638,https://www.facebook.com/pages/category/Day-Care/Future-Leaders-Preschool-105261504899121/,,,,,
Giggles and Smiles,Giggles and Smiles,36.09301038,-78.97599652,https://gigglesandsmileschildcare.weebly.com/,,,,,
Gina's Generations,Gina's Generations,35.94787246,-78.9160016,https://childcarecenter.us/provider_detail/ginas_generations_durham_nc,,,,,
Gingerbread Child Development Center,Gingerbread Child Development Center,36.03796804,-78.8735521,https://childcarecenter.us/provider_detail/gingerbread_child_development_center_durham_nc,,,,,
Gingerbread Learning Center,Gingerbread Learning Center,36.10104163,-78.91062604,https://childcarecenter.us/provider_detail/gingerbread-learning-center-durham-nc,,,,,
Global Montessori Academy,Global Montessori Academy,35.87188265,-78.89052159,https://globalmontessori.org/,,,,,
God's Victorious Army,God's Victorious Army,36.02137323,-78.84985761,https://childcarecenter.us/provider_detail/gods_victorious_army_durham_nc,,,,,
Gram's Home Childcare,Gram's Home Childcare,35.91315045,-78.92709858,https://childcarecenter.us/provider_detail/grams_home_childcare_durham_nc,,,,,
Growing Legacy Development Center,Growing Legacy Development Center,35.96985643,-78.93297884,https://childcarecenter.us/provider_detail/growing-legacy-early-learning-center-durham-nc,,,,,
