STOP_NAME,STOP_ID,LATITUDE,LONGITUDE,SHARED_ROUTES,SHELTERED,SIDEWALK
Renaissance Pkwy at Leonardo Dr (EB),1029,35.9013089,-78.956555,"14, 800, 800S",0,NA
Renaissance Pkwy at The Lodge Apts (EB),1030,35.902772,-78.952381,"14, 800, 800S",1,NA
Old Chapel Hill Rd at Garrett Rd (EB),1072,35.949715,-78.967443,"10, 10A, 400",0,1
University Dr at American Red Cross,1074,35.952773,-78.966079,"10, 10A, 400",0,1
University Dr at Ivy Creek Blvd,1075,35.9592534,-78.964615,"10, 10A, 20, 400",1,1
Erwin Rd at Fulton St (VA Hospital),1105,36.0083266,-78.937789,"6B, 400, 405, BCC, D H5",1,1
NC 54 at Blanchard Rd (EB),1160,35.902637,-78.906531,"14, 800, 805",0,NA
NC 54 at Residence Inn Blvd (EB),1161,35.9025753,-78.898189,"14, 800, 805, RTP OD",0,NA
NC 54 at Blanchard Rd (WB),1171,35.9027996,-78.906619,"14, 800, 805",0,NA
NC 54 at Fayetteville Rd (Duke Health),1175,35.910427,-78.933087,"14, 800, 805",1,1
Woodcroft Pkwy at Fayetteville Rd (WB),1182,35.9239254,-78.928006,"14, 805",1,1
Woodcroft Pkwy at Highgate Dr (WB),1203,35.922145,-78.935741,"14, 805",0,NA
Hope Valley Rd at Garrett Rd (SB),1207,35.921278,-78.958634,"14, 805",0,NA
Erwin Rd at Towerview Rd,1553,36.0037987,-78.950504,"6, 6B, 400, 405",0,NA
Woodcroft Pkwy at Weathersfield Dr (WB),1778,35.923262,-78.940549,"14, 805",0,NA
NC 54 at Revere Rd (EB),1781,35.90325,-78.909932,"14, 800, 805",0,NA
Renaissance Pkwy at Leonardo Dr (WB),1804,35.90158,-78.95663,"5, 14, 800, 800S",0,NA
NC 54 at Amhurst St (EB),1805,35.9071385,-78.922734,"14, 800, 805",0,NA
NC 54 at S Alston Ave (WB),1871,35.900791,-78.889875,"12, 12B, 14, 800, 805, RTP OD",0,NA
NC 54 at NC 55 (WB),1872,35.9024948,-78.894874,"12, 12B, 14, 800, 805, RTP OD",0,NA
Fayetteville Rd at Renaissance Pkwy,1892,35.902031,-78.939739,"14, 800",0,NA
NC 54 at The Hamptons Apts (EB),1893,35.902653,-78.903462,"14, 800, 805",0,NA
McFarland Dr at Witherspoon Blvd,1901,35.9506329,-78.989975,"10, 10A, 400",0,1
University Dr at University Pl (EB),1914,35.9564897,-78.965978,"10, 10A, 400",0,1
UNC Morehead Planetarium,1928,35.914188,-79.051263,RSX,-,NA
Woodcroft Pkwy at Homeplace II,1938,35.922665,-78.931442,"14, 805",-,NA
Riddle Rd at Ancroft Ave,5002,35.95263,-78.89703,"12, 12B",0,NA
Cornwallis Rd at Industry Ln,5005,35.94235,-78.8996,"12, 12B",0,NA
Alston Ave at Durham Freeway (NB),5006,35.9799484,-78.891431,"12, 12B",0,NA
S Alston Ave at Massey Ave (NB),5008,35.978159,-78.892187,"12, 12B",0,NA
Chapel Hill Rd at McGehee St (NB),5017,35.981294,-78.934076,"10, 10A, 10B",0,NA
Morehead Ave at Vickers Ave (WB),5018,35.991663,-78.911791,"10, 10A, 10B",0,1
Club Blvd at Chandler's Garage,5019,36.0253973,-78.872557,"9, 9A, 9B",0,NA
Fayetteville Rd at Laurel Springs Dr,5020,35.9137025,-78.932968,"5, 14, 0805",0,1
Chapel Hill Rd at W Cornwallis Rd,5021,35.97547,-78.93672,"10, 10A, 10B",0,NA
N Alston Ave at Drew St (SB),5022,36.000814,-78.88586,"9, 9A, 9B",0,NA
Avondale Dr at E Markham Ave (SB),5023,36.008351,-78.885933,"9, 9A, 9B",0,NA
W Club Blvd at Gregson St,5027,36.016743,-78.908658,"1, 1A, 1B",0,NA
Duke St at Main St,5030,35.999585,-78.907942,"1, 1A, 1B",0,NA
Carver St at Guess Rd,5031,36.03778,-78.93043,"1, 1A, 1B",0,NA
Roxboro Rd at Hammond St,5032,36.02485,-78.88987,4,0,NA
Roxboro Rd at Bush Dr,5033,36.07577,-78.90968,9B,0,NA
Angier Ave at Pleasant Dr,5035,35.96362,-78.85662,"2, 2A",0,NA
Roxboro Rd at Markham Ave (north),5036,36.01065,-78.8915,4,0,NA
Liberty St at Queen St,5038,35.99365,-78.89555,"3, 3B, 3C",0,NA
Fayetteville St at Piedmont Ave (SB),5039,35.984334,-78.899181,"5, 5K",0,NA
University Dr at Weymouth St,5042,35.96702,-78.94998,"10, 10A, 10B, 20",0,NA
Holloway St at S Adams St,5043,35.988808,-78.852489,"3B, 3C, 23",0,NA
Duke St at Harper Pl,5044,36.006837,-78.905495,"1, 1A, 1B",0,NA
Roxboro Rd at Edgewood Dr,5045,36.02775,-78.89,4,0,NA
Roxboro Rd at Markham Ave (south),5047,36.009347,-78.891827,4,0,NA
Chapel Hill Rd at Pinecrest Rd,5048,35.97935,-78.9352,"10, 10A, 10B",0,NA
Fayetteville Rd at Herndon Rd,5050,35.905263,-78.937514,"14, 800",0,NA
University Dr at Larchmont Dr,5054,35.960943,-78.962345,"10, 10A",0,NA
Gregson St at Englewood Ave,5055,36.01513,-78.90835,"1, 1A, 1B",0,1
Lawson St at Sima Ave (EB),5056,35.97451,-78.89105,8,0,0
Angier Ave at Driver St (EB),5057,35.9821,-78.87797,"2, 2A, 2B",0,NA
Dearborn Dr at Ruth St,5060,36.037338,-78.871582,"9, 9A, 9B",0,NA
Wedgedale Ave at Lynn Rd,5061,35.98235,-78.84277,"3C, 23",0,NA
NC 54 at Residence Inn Blvd (WB),5063,35.9027843,-78.89821,"14, 800, 805, RTP OD",0,NA
Otis St at Red Oak Ave,5064,35.970147,-78.909488,7,0,NA
Mangum St at Geer St,5067,36.0039,-78.89463,4,0,NA
Holloway St at Junction Rd,5068,35.990079,-78.857383,3C,0,NA
Holloway St at Mineral Springs Rd,5069,35.981814,-78.822973,"3B, 23",0,NA
Milton Rd at Eno Valley Elementary (SB),5075,36.08612,-78.91153,9B,0,NA
Trent Dr at Duke Hospital South (WB),5078,36.004779,-78.934944,"6, 6B, DRX, D H2, D H5",1,1
Buchanan Blvd at Trinity Ave (NB),5079,36.00535,-78.91232,11,0,NA
Fayetteville St at Homeland Ave (NB),5080,35.962229,-78.908606,"5, 5K",0,1
Trent Dr at Duke Circle Parking Deck,5081,36.006277,-78.934438,"6, 6B, D H2, D H5",0,NA
Old Farm Rd at N Roxboro St (JFK Towers),5084,36.065632,-78.904357,"9, 9B",1,1
S Alston Ave at Massey Ave (SB),5088,35.97835,-78.89238,"12, 12B",0,NA
Duke St at Englewood Ave,5089,36.015543,-78.905404,"1, 1A, 1B",0,NA
E Club Blvd at Glenbrook Dr (SB),5091,36.02387,-78.87682,"9, 9A, 9B",0,NA
Tower Blvd at Pickett Rd,5092,35.97308,-78.957975,10B,1,1
University Dr at South Square Mall,5093,35.965545,-78.957312,"10, 10A",1,1
Lakewood Ave at Blackwell St,5094,35.987322,-78.907022,7,0,NA
Roxboro Rd at Murray Ave,5097,36.0295,-78.89038,4,0,NA
Carver St at Patrick Henry Dr (EB),5099,36.040557,-78.897692,"9, 9A",0,1
Weaver St at Weaver St Park,5100,35.963836,-78.91454,7,0,NA
E Club Blvd at Thorne St,5101,36.020647,-78.884432,"9, 9A, 9B",0,NA
Shirley St at Crest St,5102,36.012625,-78.93977,6,1,0
Duke Regional Hospital (NB),5105,36.038303,-78.898968,"4, 9, 9A",1,1
Erwin Rd at Research Dr,5106,36.008689,-78.94159,"6, 6B, 11, 20, D H5, D H6",0,1
Fayetteville Rd at Wortley Dr,5110,35.933818,-78.91338,5,0,NA
Lawson St at Merrick St (Pearson Cafeteria),5111,35.976382,-78.899468,8,Yx2,1
Angier Ave at Commonwealth St,5112,35.97067,-78.86345,"2, 2A",0,NA
Blackwell St at Forest Hills Apts (SB),5113,35.9886969,-78.906685,"5, 5K, 7",0,1
Alston Ave at Dayton St (SB),5115,35.973833,-78.89409,"12, 12B",0,NA
Roxboro Rd at Duke St (Autozone),5116,36.057,-78.90312,"9, 9B",0,NA
Glenbrook Dr at Dubonnet Pl (SB),5117,36.026391,-78.878737,"9, 9A, 9B",0,NA
Martin Luther King Jr Pkwy at Lake Camp Rd,5118,35.942511,-78.918833,7,1,1
Roxboro Rd at Ellerbee St (NB),5119,36.0214,-78.8898,4,0,NA
Garrett Rd at Hope Valley Rd (Jordan High School),5120,35.9217186,-78.960952,20,0,NA
University Dr at Weymouth St,5121,35.96685,-78.9499,"10, 10A, 10B, 20",0,NA
Hillsborough Rd at W Knox St,5125,36.01302,-78.93168,11,0,NA
Avondale Dr at E Knox St (SB),5126,36.011805,-78.886721,"9, 9A, 9B",1,0
Seven Oaks Rd at Riverview Shopping Center,5127,36.0677343,-78.90593,"9, 9B",1,1
Roxboro Rd at Monk Rd (SB),5128,36.05803,-78.90328,"9, 9B",0,NA
NC 54 at The Hamptons Apts (WB),5129,35.902816,-78.903274,"14, 800, 805",0,NA
NC 54 at Seasons of Southpoint (EB),5131,35.906433,-78.920381,"14, 800, 805",0,NA
Roxboro Rd at Carver St,5132,36.039512,-78.899275,"4, 9, 9A",0,NA
University Dr at Westgate Dr (WB),5133,35.964173,-78.959182,"10, 10A, 20",0,1
Rummel St at Hwy 98,5134,35.98717,-78.84775,"3C, 23",0,NA
Fayetteville Rd at Pearson Dr,5136,35.93408,-78.91325,5,0,NA
Angier Ave at Driver St (WB),5138,35.9822977,-78.878305,"2, 2A, 2B",0,NA
Gregson St at Dacian Ave,5139,36.007956,-78.908324,"1, 1A, 1B",0,1
Avondale Dr at Trinity Ave (NB),5141,36.00682,-78.885356,"9, 9A, 9B",0,1
Gregson St at Trinity Ave,5142,36.005107,-78.908341,"1, 1A, 1B",0,NA
Dowd St at Roxboro Rd (WB),5144,36.000385,-78.893682,"9, 9A, 9B",0,NA
Erwin Rd at Morreene Rd,5145,36.0039072,-78.950719,"6, 6B, 400, 405",0,NA
E Main St at Alston Ave (WB),5148,35.987892,-78.888487,"2, 2A, 2B",0,1
NC 55 at Riddle Rd (NB),5149,35.95695,-78.891949,"12, 12B",0,NA
Erwin Rd at Duke Eye Center,5150,36.00837,-78.93972,"6, 6B",0,NA
Mangum St at Seeman St,5152,36.00637,-78.89395,4,0,NA
Garrett Rd at Old Chapel Hill Rd,5153,35.94967,-78.96942,"10, 10A",0,NA
Alston Ave at Durham Freeway (SB),5154,35.9807212,-78.891321,"12, 12B",0,NA
Chapel Hill Rd at Bivins St (EB),5156,35.986437,-78.927927,"10, 10A, 10B",0,NA
Fulton St at Pratt St,5157,36.010778,-78.937067,"6, 11, D H6",0,NA
Roxboro St at Lawson St (NB),5158,35.977117,-78.906669,"7, 8",0,1
NC 55 at Meredith Dr (NB),5161,35.90075,-78.89593,"12, 14, RTP OD",0,NA
Willard St at Yancey St (Ramada Inn),5162,35.9943945,-78.907674,"5, 5K, 7, 10, 10A, 10B",0,NA
Erwin Rd at Downing St (EB),5165,36.008652,-78.943929,"6, 6B, 11, 400, 405",0,1
Morehead Ave at Moreland Ave,5169,35.991919,-78.920876,"10, 10A, 10B",0,1
Club Blvd at Northgate Mall,5178,36.01706,-78.909822,"1, 1A, 1B",1,1
Roxboro St at Lodge St (Hillside Park),5179,35.9812896,-78.904222,"7, 8",0,1
James St at Durham Chapel Hill Blvd,5183,35.97518,-78.92528,"10, 10A",0,NA
Service Rd at Davidson Ave (NB),5184,36.018023,-78.887484,"9, 9A, 9B",1,1
Chapel Hill Rd at Pickett Rd,5185,35.97682,-78.9361,"10, 10A, 10B",0,NA
University Dr at Snowcrest Tr,5189,35.959562,-78.964667,"10, 10A, 20, 400",0,NA
Nation Ave at Bedford St,5190,35.9777,-78.92807,"10, 10A",1,0
Fayetteville Rd at Woodcroft Pkwy (SB),5191,35.9225285,-78.927688,5,0,NA
Midvale Rd at Bedford St,5193,35.974894,-78.928535,"10, 10A",1,0
Mineral Springs Rd at Hwy 98,5195,35.98193,-78.8209,"3B, 23",0,NA
Morehead Ave at Arnette Ave (EB),5197,35.9916492,-78.914469,"10, 10A, 10B",0,1
Holloway St at Hyde Park Ave (EB),5198,35.994423,-78.882105,"3, 3B, 3C",0,1
Angier Ave at Wrenn Rd,5199,35.9525,-78.84937,"2, 2A",0,NA
Roxboro Rd at Edwards St,5202,36.00438,-78.89272,4,0,NA
Avondale Dr at E Markham Ave (NB),5203,36.009118,-78.88593,"9, 9A, 9B",1,1
S Alston Ave at Dupree St (SB),5204,35.976409,-78.893068,"12, 12B",0,NA
Angier Ave at Vine St (WB),5205,35.983446,-78.88124,"2, 2A, 2B",0,NA
Lawson St at Rosewood St (Eastbound),5206,35.975104,-78.892376,8,0,NA
LaSalle St at Grace Healthcare,5207,36.014183,-78.947841,"11, D LL",0,NA
Foushee St at Avondale Dr (WB),5209,36.016485,-78.887403,"9, 9A, 9B",0,NA
MLK Pkwy at Shannon Rd,5210,35.96096,-78.95807,10B,0,NA
Fulton St at Shirley St,5211,36.01117,-78.93717,11,0,NA
Woodcroft Pkwy at Sandstone Ridge Dr,5212,35.921851,-78.948992,"14, 805",0,NA
Fayetteville St at Lawson St (SB),5215,35.976834,-78.900879,"5, 5K",0,1
Holloway St at Elm St (EB),5218,35.994479,-78.887371,"3, 3B, 3C",0,NA
Duke St at Demerius St,5220,36.01201,-78.905369,"1, 1A, 1B",0,NA
E Weaver St at Jesmond St,5221,35.966673,-78.91146,7,0,NA
Duke St at Morehead Ave (Henderson Towers),5222,35.99083,-78.908895,7,1,1
Fayetteville St at Burlington Ave (NB),5224,35.968734,-78.902611,"5, 5K",0,1
Fayetteville St at Brant St (NB),5225,35.975318,-78.901228,"5, 5K",0,1
Roxboro Rd at Old Oxford Rd (Oxford Commons),5226,36.035705,-78.893237,4,0,NA
Fulton St at Erwin Rd (VA Hospital),5228,36.008813,-78.93743,11,1,1
Roxboro Rd at Hugo St,5229,36.02552,-78.88973,4,0,NA
University Dr at Beech Lake Apts,5231,35.956761,-78.966252,"10, 10A, 400",0,NA
Freeman Rd at Clayton Rd (Southern HS),5233,35.99778,-78.82977,"3B, 23",0,1
Fayetteville Rd at Woodcroft Pkwy (NB),5234,35.923674,-78.926495,5,0,NA
University Dr at University Pl (WB),5235,35.952803,-78.966321,"10, 10A, 400",0,1
Pleasant Dr at US 70,5237,35.965547,-78.848094,"2, 2A",0,NA
Avondale Dr at E Knox St (NB),5238,36.012681,-78.886735,"9, 9A, 9B",0,1
Cornwallis Rd at Spring Ridge Apt,5239,35.93833,-78.8954,"12, 12B",0,NA
Freeman Rd at Valmet Dr,5240,35.9958,-78.818,"3B, 23",0,NA
Lawson St at DTCC F Lot (EB),5241,35.974292,-78.882723,8,0,1
Riddle Rd at Kirby St (NB),5242,35.955642,-78.893107,"12, 12B",0,NA
Woodcroft Shopping Center (WB),5244,35.922698,-78.955644,"14, 805",0,0
Holloway St at Alston Ave (EB),5245,35.994434,-78.884853,"3, 3B, 3C",0,NA
Fayetteville Rd at Juliette Dr (NB),5247,35.931864,-78.91652,5,0,NA
Guess Rd at Duke Homestead Rd (SB),5248,36.031564,-78.928864,"1, 1B",0,NA
Holloway St at Brye St,5253,35.99348,-78.87232,"3, 3B, 3C",0,NA
Erwin Rd at Lambeth Cir,5255,36.006647,-78.9474,"6, 6B, 400, 405, D H5",1,1
Shirley St at Ratcale Ln,5257,36.011406,-78.938079,6,0,NA
N Alston Ave at Geer St (NB),5259,36.003437,-78.885966,"9, 9A, 9B",0,NA
University Dr at Westgate Dr (EB),5261,35.964264,-78.958767,"10, 10A, 20",1,1
NC 55 at Dakota St,5262,35.967711,-78.895455,"12, 12B",0,NA
Gregson St at Green St,5263,36.01118,-78.90832,"1, 1A, 1B",0,1
Bacon St at Lawson St,5264,35.974484,-78.8849,8,0,NA
E Main St at Blacknall St,5265,35.98657,-78.8859,"2, 2A, 2B",0,NA
Waring St at Davinci St,5268,36.03172,-78.8806,"9, 9A, 9B",0,NA
Stadium Dr at Horton Rd,5269,36.05507,-78.91937,9A,0,NA
Dearborn Dr at Thelma St (south),5271,36.032051,-78.87009,"9, 9A, 9B",0,NA
Duke University Rd at Anderson St (EB),5272,35.99833,-78.930561,"6, 6B",0,NA
Roxboro Rd at Hewitt St,5273,36.0359,-78.89403,4,0,NA
Holloway St at Hoover Rd,5274,35.99043,-78.85912,"3B, 3C, 23",0,NA
Green St at Lancaster St (WB),5275,36.011548,-78.913275,11,0,1
Broad St at Forest Rd (NB),5276,36.024855,-78.916989,"1, 1A",0,1
Dearborn Dr at Apollo St,5277,36.03713,-78.8704,"9, 9A, 9B",0,NA
Markham Ave at Ninth St,5278,36.010083,-78.921615,11,0,1
E Main St at Dillard St (EB),5280,35.9919181,-78.895442,"2, 2A, 2B, BCC",0,1
Dearborn Dr at Maplewood Dr,5281,36.03419,-78.868488,"9, 9A, 9B",0,NA
Hillsborough Rd at W Main St,5282,36.01574,-78.936579,11,0,NA
Chapel Hill Rd at Valley Terrace (SB),5285,35.972397,-78.937688,"10, 10A, 10B",0,NA
Duke University Rd at Underwood Ave (EB),5286,35.996755,-78.922429,"6, 6B",0,NA
Bacon St at Durham Public Schools Warehouse (NB),5290,35.975756,-78.884757,8,0,NA
Holloway St at Chester St,5291,35.994526,-78.882673,"3, 3B, 3C",0,NA
Hillsborough Rd at Neal Rd (WB),5292,36.02303,-78.95468,11,0,NA
NC 55 at Cornwallis Rd,5296,35.931922,-78.888286,"12, 12B",1,1
Chapel Hill Rd at University Dr (SB),5298,35.968683,-78.939883,"10, 10A, 10B",0,NA
Leon St at Haverford St (EB),5300,36.025419,-78.913527,"1, 1A",0,NA
E Main St at Mangum St (WB),5305,35.994917,-78.900251,"2, BCC",1,1
Morehead Ave at Arnette Ave (WB),5306,35.991739,-78.91422,"10, 10A, 10B",0,0
Shannon Rd at University Dr (Bank of America),5307,35.964973,-78.955505,10B,0,1
Angier Ave at Guthrie Ave (WB),5310,35.981417,-78.875848,"2, 2A, 23",1,1
Roxboro Rd at Maynard Ave (SB),5311,36.02637,-78.88983,4,0,NA
Alston Ave at Lawson St (SB),5313,35.974877,-78.893695,"12, 12B",0,NA
North Pointe Dr at Broad St,5314,36.02825,-78.91543,"1, 1A",0,NA
NC 55 at Carpenter Fletcher Rd,5315,35.91447,-78.8917,"12, 12B",0,NA
Lawson St at DTCC Public Safety (EB),5316,35.974268,-78.880604,8,Yx2,1
Duke University Rd at Anderson St (WB),5317,35.998434,-78.929787,"6, 6B",0,NA
Old Oxford Rd at Danube Ln (EB),5319,36.036239,-78.888041,"9, 9A, 9B",0,NA
Gregson St at W Knox St,5320,36.013206,-78.90833,"1, 1A, 1B",0,1
Meriwether Dr at E Carver St,5322,36.0434,-78.89157,"9, 9A, 9B",0,NA
Roxboro St at Dunstan Ave,5324,35.980167,-78.905172,"7, 8",1,1
Meriwether Dr at Carver Pond Apts,5325,36.038451,-78.89035,"9, 9A, 9B",0,NA
Chapel Hill St at Arnette Ave (EB),5326,35.996796,-78.914645,"6, 6B",0,1
Briggs Ave at Riddle Rd (NB),5329,35.958706,-78.879061,8,0,1
Dearborn Dr at Old Oxford Rd,5331,36.038482,-78.884325,"9, 9A, 9B",0,NA
University Dr at Shannon Rd,5332,35.96613,-78.95403,"10, 10A, 10B",0,NA
Angier Ave at Jones Cir,5333,35.95724,-78.85315,"2, 2A",0,NA
Old Oxford Rd at Danube Ln (WB),5334,36.036506,-78.887861,"9, 9A, 9B",0,NA
Angier Ave at Guthrie Ave (EB),5335,35.981461,-78.876298,"2, 2A, 2B",0,1
Lakewood Ave at Heritage Square,5337,35.9875447,-78.900944,"5, 5K",0,NA
Morehead Ave at Kent St,5340,35.991938,-78.919569,"10, 10A, 10B",1,0
Chapel Hill Rd at University Dr (NB),5341,35.96873,-78.93965,"10, 10A, 10B",0,NA
Morehead Ave at Carroll St (WB),5342,35.991794,-78.916041,"10, 10A, 10B",0,NA
Chapel Hill Rd at Morehead Ave (NB),5344,35.99155,-78.92273,"10, 10A, 10B",0,NA
University Dr at BB&T Plaza,5345,35.9654,-78.957118,"10, 10A",1,1
Raynor St at Fidelity Dr (EB),5346,35.9954811,-78.867248,3,0,NA
E Club Blvd at Stephenson St,5347,36.021535,-78.882139,"9, 9A, 9B",0,NA
Gary St at Liberty St (NB),5350,35.99097,-78.87037,"2B, 23",0,NA
LaSalle St at Bradford Ridge Apts‎,5351,36.008408,-78.947684,"11, D LL",0,NA
NC 55 at Odyssey Dr (inbound),5354,35.92767,-78.88907,"12, 12B",0,NA
NC 55 at Riddle Rd (SB),5355,35.956277,-78.8919,"12, 12B",0,NA
Fayetteville St at Cecil St (SB),5357,35.9709,-78.901395,"5, 5K",0,1
Holloway St at Bunn Terrace,5358,35.99383,-78.87373,"3, 3B, 3C",0,NA
Sima Ave at Dorothy Dr,5360,35.9763,-78.88883,8,0,NA
Westgate Dr at South Square (NB),5361,35.965602,-78.960766,"10B, 400",0,0
NC 54 at Fayetteville Rd (EB),5363,35.910079,-78.932649,"14, 800, 805",0,NA
Raynor St at Hardee St (EB),5365,35.995715,-78.865034,3,0,0
Angier Ave at Clay St (WB),5367,35.982805,-78.879783,"2, 2A, 2B",0,NA
Meriwether Dr at E Carver St (SB),5368,36.04296,-78.891173,"9, 9A, 9B",0,1
Dearborn Dr at Martin St,5370,36.03798,-78.87578,"9, 9A, 9B",0,NA
NC 54 at Boulder Rd (EB),5371,35.908578,-78.927689,"14, 800, 805",0,NA
NC 54 at Boulder Rd (WB),5372,35.908687,-78.927446,"14, 800, 805",0,NA
NC 54 at Barbee Rd (EB),5373,35.904926,-78.915647,"14, 800, 805",1,1
Roxboro Rd at Monk Rd (NB),5377,36.05987,-78.9031,"9, 9B",0,NA
University Dr at Chapel Hill Rd (Colonial Apts),5379,35.967861,-78.941834,"10, 10A, 10B",0,NA
Garrett Rd at Hope Valley Rd (NB),5380,35.921348,-78.960547,20,1,1
Lakewood Ave at S Mangum St (WB),5384,35.98774,-78.904867,"5, 5K",0,NA
Cornwallis Rd at Yorktown Ave (NB),5387,35.936394,-78.893234,"12, 12B",0,0
Fayetteville Rd at Geneva Dr (NB),5391,35.9209837,-78.928447,"5, 14, 0805",0,NA
Chapel Hill Rd at Palmer St,5394,35.987554,-78.925959,"10, 10A, 10B",1,1
Fayetteville St at Red Oak Ave (NB),5396,35.96657,-78.90462,"5, 5K",0,1
Fayetteville St at Dunbar St,5397,35.978879,-78.900065,"5, 5K",0,1
Constitution Dr at Forest Apts,5398,36.01328,-78.96642,6,0,NA
Club Blvd at Duke St,5399,36.017019,-78.906174,"1, 1A, 1B",0,NA
Roxboro Rd at Channing Ave (NB),5400,36.031871,-78.890738,4,0,NA
Sima Ave at Lawson St,5401,35.9748,-78.891088,8,1,1
Carver St at Patrick Henry Dr (WB),5403,36.040706,-78.897767,"9, 9A",1,1
E Main St at Hyde Park Ave (WB),5404,35.9854,-78.88207,"2, 2A, 2B",0,NA
Tom Wilkinson Rd at Northern High (Across),5407,36.0950656,-78.911676,"9B, NHS",0,NA
Clayton Rd at Chandler Rd,5409,35.995997,-78.830995,"3B, 23",0,NA
Hinson Dr at Waring St,5412,36.030322,-78.87764,"9, 9A, 9B",0,NA
Duke St at North Duke Crossing,5415,36.0491,-78.90568,"4, 9, 9A",0,NA
Glenbrook Dr at Dubonnet Pl (NB),5416,36.02645,-78.87767,"9, 9A, 9B",0,NA
Holloway St at Chandler Rd,5419,35.985884,-78.840216,"3B, 23",0,NA
E Main St at Corcoran St (WB),5420,35.9959029,-78.902109,BCC,0,1
Enterprise St at Roxboro St (EB),5423,35.98357,-78.903452,7,0,1
S Roxboro St at Bond St,5424,35.980161,-78.905344,"7, 8",0,NA
Pacific Ave at Ben Franklin Blvd,5428,36.046557,-78.898522,9B,0,NA
Hillsborough Rd at US 15-501 SB (Wendy's),5429,36.0215482,-78.951737,11,0,NA
Riddle Rd at Kirby St (SB),5430,35.955723,-78.893212,"12, 12B",0,NA
Main St at Morgan St (WB),5433,36.0016,-78.9117,"11, BCC",0,1
Milton Rd at Long Cresent Dr,5434,36.091973,-78.91416,9B,0,NA
NC 55 at Alston Ave (NCCU),5435,35.970693,-78.894832,"12, 12B",1,1
Meriwether Dr at Pickwick Trail (SB),5436,36.041878,-78.889984,"9, 9A, 9B",1,1
Duke St at Corporation St,5438,36.0023218,-78.90632,"1, 1A, 1B",0,NA
Gregson St at Lamond Ave,5439,36.00233,-78.90835,"1, 1A, 1B",0,NA
NC 54 at Waterford Valley Dr (WB),5441,35.903216,-78.909301,"14, 800, 805",0,NA
NC 54 at Revere Rd (WB),5443,35.903912,-78.911687,"14, 800, 805",1,1
Dowd St at Roxboro Rd (EB),5444,36.000292,-78.893429,"9, 9A, 9B",0,NA
Raynor St at The Village (WB),5445,35.994284,-78.869756,"2B, 3, 3B, 3C, 23",1,1
Guess Rd at Ellen St,5446,36.03985,-78.92963,"1, 1B",0,NA
Chapel hill Rd at Dean St (SB),5447,35.988573,-78.925313,"10, 10A, 10B",0,NA
Hillsborough Rd at Neal Rd (EB),5448,36.033183,-78.975641,"6B, 11",0,NA
Meriwether Dr at Oxford Ct,5450,36.038614,-78.890029,"9, 9A, 9B",0,NA
Olympic Ave at Roxboro Rd,5451,36.036787,-78.896935,"9, 9A",0,NA
Cornwallis Rd at Fayetteville Rd,5453,35.960255,-78.911443,7,0,1
Shannon Rd at MLK Jr Pkwy (Windsor Apts),5456,35.962793,-78.956407,10B,0,0
Erwin Rd at LaSalle St (EB),5460,36.007986,-78.945586,"6, 6B, 11, 20, 400, 405",0,NA
Fayetteville Rd at Obie Dr (SB),5463,35.926656,-78.92316,5,0,NA
Morehead Ave at Vickers Ave (EB),5464,35.991578,-78.912047,"10, 10A, 10B",0,0
Broad St at Markham Ave (NB),5465,36.01058,-78.91947,11,1,1
Roxboro Rd at Argonne Dr (NB),5466,36.064273,-78.904586,"9, 9B",0,NA
Front St at Croasdaile Office Park,5467,36.03348,-78.9378,1,0,NA
Hillsborough Rd at LaSalle St (Auto Zone),5468,36.0197,-78.94693,11,0,NA
Raynor St at Fidelity Dr (WB),5470,35.9955189,-78.867365,"2B, 3, 23",0,NA
Erwin Rd at Lenox Baker Children's Hospital,5471,36.0048335,-78.949356,"6, 6B, D H5",0,NA
Old Oxford Rd at Dearborn Dr,5472,36.037234,-78.886362,"9, 9A, 9B",0,NA
Club Blvd at Stephenson St,5475,36.0216,-78.8825,"9, 9A, 9B",0,NA
Ross Rd at Charlestowne Apts,5477,35.99243,-78.84488,"3B, 23",0,NA
E Club Blvd at Miriam Cir,5478,36.02647,-78.87145,"9, 9A, 9B",0,NA
Cornwallis Rd at Weaver St,5479,35.9626,-78.916008,7,0,1
Flowers Dr at Duke Gardens (NB),5480,36.0012344,-78.936286,"6, 6B, D H5",0,NA
Roxboro Rd at Davidson Ave (NB),5481,36.0187,-78.8899,4,0,NA
Roxboro Rd at Lynch St,5482,36.00713,-78.89235,4,0,NA
Duke University Rd at Underwood Ave (WB),5484,35.996844,-78.922128,"6, 6B",0,NA
Dearborn Dr at Wiley Ave,5489,36.02918,-78.87035,"9, 9A, 9B",0,NA
Chapel Hill Rd at Ward St,5490,35.983177,-78.930668,"10, 10A, 10B",0,NA
Dearborn Dr at Cannada Ave,5492,36.038667,-78.882361,"9, 9A, 9B",0,NA
Tower Blvd at Durham-Chapel Hill Blvd (NB),5493,35.970563,-78.957981,10B,0,NA
W Club Blvd at Clarendon St,5495,36.017198,-78.918167,"1, 1A, 1B",0,NA
Dearborn Dr at Maplewood Dr (north),5496,36.034596,-78.867901,"9, 9A, 9B",0,NA
Roxboro St at Erie St (CC Spaulding Elementary),5497,35.978624,-78.906447,"7, 8",0,1
Holloway St at Guthrie Ave (EB),5498,35.994147,-78.875505,"3, 3B, 3C",0,NA
