,Unnamed: 0,MARKET_NAME,name,ADDRESS,LATITUDE,LONGITUDE,URL,school_zones
0,0,East Durham Farmers Market,East Durham Farmers Market,706 Gilbert St,35.99557717,-78.89022299,https://market.communitiesinpartnership.org/,"All,Eastway Elementary"
1,1,South Durham's Farmers Market,South Durham's Farmers Market,5410 NC-55,35.88984595,-78.89775282,https://www.facebook.com/TheSouthDurhamFarmersMarket,"All,Hillside High,Parkwood Elementary"
2,2,Durham Farmers Market,Durham Farmers Market,501 Foster St,36.00075111,-78.90186902,https://durhamfarmersmarket.com/,All
3,3,Perkins Orchard,Perkins Orchard,5749 Barbee Rd,35.91929251,-78.91437192,http://www.perkinsorchard.com/,"All,Hillside High,Parkwood Elementary"
4,4,The Black Farmers' Market,The Black Farmers' Market,3727 Fayetteville Rd,35.95328420223614,-78.90350971589092,https://www.blackfarmersmkt.com/,"All,Fayetteville Street Elementary,Hillside High"
