
,Unnamed: 0,Unnamed: 0.1,ARTS_NAME,name,Type,ADDRESS,LATITUDE,LONGITUDE,URL,school_zones
0,0,0,Empower Dance Studio,Empower Dance Studio,Dance,"109 W Parrish St, Durham, NC 27701",35.99568,-78.90069,www.empowerdancestudio.com,"All,Brogden Middle,Lakewood Middle,Riverside High"
1,1,1,All In Dance Academy,All In Dance Academy,Dance,"5832 Fayetteville Rd #110, Durham, NC 27713",35.920898,-78.93010176,allindance.com,"All,Hillside High,Lakewood Middle,Southwest Elementary"
2,2,2,Fred Astaire Dance Studio of Durham,Fred Astaire Dance Studio of Durham,Dance,"4702 Garrett Rd, Durham, NC 27707",35.95411,-78.97340812,www.dancingfads.com ,"All,Jordan High,Lakewood Middle"
3,3,3,Nina's School of Dance,Nina's School of Dance,Dance,"5341 N Roxboro St, Durham, NC 27712",36.07932849,-78.91279375,www.ninasschoolofdance.com ,"All,Lakewood Middle"
4,4,4,African American Dance Ensemble,African American Dance Ensemble,Dance,"120 Morris St, Durham, NC 27701",35.9978168,-78.9034441,www.aade-inc.org,"All,Brogden Middle,Lakewood Middle,Riverside High"
5,5,5,Royal Legacy Dance Company,Royal Legacy Dance Company,Dance,"3111 Shannon Rd, Durham, NC 27707",35.9674037,-78.9545856,royal-legacy-dance-company.business.site,"All,Forest View Elementary,Jordan High,Lakewood Middle"
6,6,6,Arthur Murray Dance Studio of Durham,Arthur Murray Dance Studio of Durham,Dance,"410 W Geer St, Durham, NC 27701",36.0038563,-78.9002592,durhamarthurmurray.com ,"All,Brogden Middle,Lakewood Middle,Riverside High"
7,7,7,Bull City Ballroom,Bull City Ballroom,Dance,"4015 University Dr K, Durham, NC 27707",35.9646506,-78.9566544,www.bullcityballroom.com ,"All,Jordan High,Lakewood Middle"
8,8,8,Down Right Dance,Down Right Dance,Dance,"2603 S Miami Blvd, Durham, NC 27703",35.9315765,-78.8428278,downrightdance.com,"All,Hillside High,Lakewood Middle,Lowes Grove Middle"
9,9,9,Fred Astaire Dance Studio of Durham,Fred Astaire Dance Studio of Durham,Dance,"4702 Garrett Rd, Durham, NC 27707",35.9548048,-78.9728657,www.dancingfads.com,"All,Jordan High,Lakewood Middle"
10,10,10,Encore Academy of Dance,Encore Academy of Dance,Dance,3823 Guess Rd,36.0577761,-78.9303601,https://www.encoreacademyofdance.com/,"All,Hillandale Elementary,Lakewood Middle,Riverside High"
11,11,11,Walltown Children's Theatre,Walltown Children's Theatre,Dance,1225 Berkeley Street,36.0156517,-78.91560364,https://www.walltownchildrenstheatre.org/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
12,12,12,Durham School for Ballet and the Performing Arts,Durham School for Ballet and the Performing Arts,Dance,608 N. Duke Street,36.004325,-78.905558,https://www.durhamschoolforballet.com/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
13,13,13,Ninth Street Dance,Ninth Street Dance,Dance,1920 Perry St.,36.0076753,-78.9212929,https://ninthstreetdance.com/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
14,14,14,Barriskill Dance Theatre School,Barriskill Dance Theatre School,Dance,3642 Shannon Road,35.9586464,-78.9550274,https://www.barriskilldance.com/,"All,Jordan High,Lakewood Middle"
15,15,15,ADF's Samuel H. Scripps Studios,ADF's Samuel H. Scripps Studios,Dance,721 Broad Street,36.0093777,-78.9198199,https://americandancefestival.org/about-the-studios/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
16,16,16,African American Dance Ensemble,African American Dance Ensemble,Dance,"120 Morris Street, Durham , NC 27701",35.9978168,-78.9034441,https://www.africanamericandanceensemble.org/,"All,Brogden Middle,Lakewood Middle,Riverside High"
17,17,17,Carolina Dance Academy,Carolina Dance Academy,Dance,"3101 Guess Rd, Ste E, Durham , NC 27705",36.034541,-78.9300213,http://cdaincdurham.com/,"All,Brogden Middle,Lakewood Middle,Riverside High"
18,18,18,Collage Dance Company,Collage Dance Company,Dance,"804 Fayetteville Street, Durham, North Carolina 27701, United States",35.9856393,-78.8980299,https://collagedancecompany.com/,"All,Jordan High,Lakewood Middle"
19,19,19,Dance with Ms. Erika!,Dance with Ms. Erika!,Dance,"North Durham, Durham , NC 27704",35.974713,-78.823732,https://www.zumbini.com/,"All,Lakewood Middle"
20,20,20,Durham Ballet Theatre,Durham Ballet Theatre,Dance,"608 N Duke Street, Durham , NC 27705",36.004325,-78.905558,https://www.durhamballettheatre.org/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
21,21,21,Living Arts Collective,Living Arts Collective,Dance,"410 W Geer Street, Durham , NC 27701",36.0038563,-78.9002592,https://www.livingartscollective.com/,"All,Brogden Middle,Lakewood Middle,Riverside High"
22,22,22,Sacred Womb Works,Sacred Womb Works,Dance,"Durham Chapel Hill Blvd, Durham , NC 27705",35.9710665,-78.9523611,https://www.sacredwombworks.com/,"All,Forest View Elementary,Jordan High,Lakewood Middle"
23,23,23,AAU Golden Dynasty Divas Dance,AAU Golden Dynasty Divas Dance,Dance,"Durham, NC 27703",35.996653,-78.9018053,,"All,Brogden Middle,Lakewood Middle,Riverside High"
24,24,24,Epic Cheer & Dance Academy,Epic Cheer & Dance Academy,Dance,"2020 Chapel Hill Rd Ste 33, Durham, NC 27707",35.9896578,-78.9280656,https://icheeratepic.com/,"All,Brogden Middle,Jordan High,Lakewood Elementary,Lakewood Middle"
25,25,25,Rags to Riches Theatre for Young Audiences,Rags to Riches Theatre for Young Audiences,Theatre,"2601 Hillsborough Rd, Durham, NC 27705",36.0102454,-78.9293581,http://rags-to-riches.org/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
26,26,26,Durham Regional Theatre,Durham Regional Theatre,Theatre,"2317 Chapel Hill Rd, Durham, NC 27707",35.9818602,-78.9313131,http://www.durhamregionaltheatre.com/,"All,Brogden Middle,Jordan High,Lakewood Elementary,Lakewood Middle"
27,27,27,Durham Performing Arts Center,Durham Performing Arts Center,Theatre,"123 Vivian Street, Durham, NC 27701",35.99924,-78.897944,https://www.dpacnc.com/community,"All,Brogden Middle,Lakewood Middle,Riverside High"
28,28,28,The Carolina Theatre,The Carolina Theatre,Theatre,"309 W Morgan St, Durham, NC 27701",35.9977794,-78.9029371,https://carolinatheatre.org/,"All,Brogden Middle,Lakewood Middle,Riverside High"
29,29,29,Young People's Performing Company,Young People's Performing Company,Theatre,"120 Morris St, Durham, NC 27701",35.9978168,-78.9034441,https://www.yppc.us/,"All,Brogden Middle,Lakewood Middle,Riverside High"
30,30,30,Ward Acting Studio,Ward Acting Studio,Theatre,"4905 Pine Cone Dr STE 12, Durham, NC 27707",35.9409257,-78.9850756,,"All,Jordan High,Lakewood Middle"
31,31,31,High Strung School of Music,High Strung School of Music,Music,"1805 W Markham Ave, Durham, NC 27705",36.0098536,-78.9197882,http://www.highstrungdurham.com/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
32,32,32,Russell Lacy Music,Russell Lacy Music,Music,"1014 Lamond Ave, Durham, NC 27701",36.0023604,-78.9095682,http://www.russelllacymusic.com/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
33,33,33,Bull City Music School,Bull City Music School,Music,"3329 Durham-Chapel Hill Blvd Suite 201, Durham, NC 27707",35.9716636,-78.9455585,https://www.bullcitymusicschool.com/,"All,Forest View Elementary,Jordan High,Lakewood Middle"
34,34,34,Musical Empowerment,Musical Empowerment,Music,"117 W Main St b2, Carrboro, NC 27510",35.910172,-79.072627,https://musical-empowerment.org/,
35,35,35,Kidzotes,Kidzotes,Music,"1309 Halley St, Durham, NC 27707",35.9889505,-78.9195902,https://kidznotes.org/,"All,Brogden Middle,C.C. Spaulding Elementary,Jordan High,Lakewood Middle"
36,36,36,Music Beyond Measure,Music Beyond Measure,Music,"1738 Hillandale Rd suite 204-b, Durham, NC 27705",36.0276769,-78.9353987,https://musicbeyondmeasure.com/,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
37,37,37,Notasium - Music based play space and music school,Notasium - Music based play space and music school,Music,"3750 Durham-Chapel Hill Blvd, Durham, NC 27705",35.9713497,-78.9545374,https://durham.notasium.com/,"All,Forest View Elementary,Jordan High,Lakewood Middle"
38,38,38,J Michael Pope,J Michael Pope,Music,"2903 Chapel Hill Rd, Durham, NC 27707",35.9712245,-78.9375735,http://jmichaelpope.com/,"All,Jordan High,Lakewood Middle"
39,39,39,Triangle Music School,Triangle Music School,Music,"4815 Hillsborough Rd, Durham, NC 27705",36.0325438,-78.9850635,http://trianglemusicschool.com/,"All,Brogden Middle,Hillandale Elementary,Lakewood Middle,Riverside High"
40,40,40,TR Music & Voice Lessons,TR Music & Voice Lessons,Music,"1711 Hillcrest Dr, Durham, NC 27705",36.0227452,-78.9177175,https://www.taylorrobinsonmusic.com/durham-music-lessons.html,"All,Brogden Middle,E.K. Powe Elementary,Lakewood Middle,Riverside High"
41,41,41,TR Music & Voice Lessons,TR Music & Voice Lessons,Music,"804 N Guthrie Ave, Durham, NC 27703",35.9930776,-78.8756808,https://www.taylorrobinsonmusic.com/durham-music-lessons.html,"All,Lakewood Middle"
42,42,42,North Carolina School of Traditional Music,North Carolina School of Traditional Music,Music,"4815 Hillsborough Rd, Durham, NC 27705",36.0325438,-78.9850635,http://www.nctradmusic.com/,"All,Brogden Middle,Hillandale Elementary,Lakewood Middle,Riverside High"
